         111611055 function calls (108786268 primitive calls) in 138.524 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.011    0.011 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/session.py:1225(get_session)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/utils.py:2952(should_bypass_proxies)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:120(maybe_convert_platform)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:2033(external_values)
       27    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/common.py:573(condition)
        9    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       11    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:575(_ensure_array)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/frame.py:11999(_reindex_for_setitem)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:1444(format)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.mul}
       15    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:987(dtype)
        1    0.000    0.000    0.002    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_qtagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/waves/projects/MATS/MATS-utility-functions/src/mats_utils/plotting/plotCCD.py:34(check_type)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/credentials.py:177(providers)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/series.py:1267(_set_as_cached)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/enum.py:923(_get_mixins_)
        7    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/session.py:383(get_scoped_config)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/platform.py:915(system)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/range.py:956(__getitem__)
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/reshape/concat.py:648(_get_concat_axis)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/generic.py:821(_set_axis)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/gridspec.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:98(__init__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/credentials.py:220(_create_sso_provider)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:1475(add_gridspec)
       27    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/multi.py:429(<listcomp>)
        9    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/projections/__init__.py:73(get_projection_class)
       40    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/nanfunctions.py:231(_nanmin_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:2338(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:665(consolidate)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/io/formats/printing.py:195(as_escaped_string)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:2282(_can_hold_na)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:1824(_set_names)
        8    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/frame.py:4223(_ensure_valid_index)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexing.py:1592(_getitem_axis)
        5    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/configparser.py:1157(_unify_values)
        5    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/_internal.py:918(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/weakref.py:104(__init__)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_bool_bool}
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/shape_base.py:81(atleast_2d)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:350(<genexpr>)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/enum.py:728(__delattr__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/textpath.py:26(__init__)
       27    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:7389(trim_front)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/session.py:525(user_agent)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/base.py:210(interleaved_dtype)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapefile.py:1249(close)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        2    0.000    0.000    0.002    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/httpsession.py:339(_get_ssl_context)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:714(_ensure_dtype_type)
       16    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/string.py:263(format_field)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/extension.py:70(fget)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/algorithms.py:117(_ensure_data)
       18    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:235(items)
       18    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colors.py:384(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/generic.py:5973(_consolidate_inplace)
        2    0.000    0.000    0.007    0.004 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:704(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/tokens.py:186(__init__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:62(BmpImageFile)
       16    0.000    0.000    0.000    0.000 {method 'isblock' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/pandas_compat.py:1051(_is_generated_index_name)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/frame.py:4260(_clear_item_cache)
        6    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/hooks.py:426(register_first)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/common.py:929(is_datetime64_ns_dtype)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:946(ImageFileDirectory_v1)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/shlex.py:299(__next__)
        4    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/session.py:420(full_config)
        2    0.000    0.000    0.002    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/httpsession.py:326(_get_pool_manager_kwargs)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/multi.py:1436(_get_names)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/util.py:76(_is_path_like)
       12    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/generic.py:550(_get_axis_number)
       10    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/io/formats/format.py:435(justify)
        1    0.000    0.000    0.000    0.000 <frozen os>:200(makedirs)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
       64    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       34    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/configprovider.py:598(__init__)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/computation/expressions.py:64(_evaluate_standard)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:2734(__init__)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/contextlib.py:257(contextmanager)
        5    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:2193(_backend_module_name)
       26    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:385(_delegate)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:422(set)
       14    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.tz_compare}
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/string.py:189(format)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:1275(<dictcomp>)
        1    0.000    0.000    0.002    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_gtk4agg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/urllib/parse.py:405(_splitnetloc)
       17    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:185(blklocs)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:1119(set_axes_locator)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/session.py:1134(__init__)
       24    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:4206(_validate_positional_slice)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/io/formats/format.py:1610(_format_strings)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_compiler.py:405(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/urllib3/_collections.py:47(__init__)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/ops/array_ops.py:445(maybe_prepare_scalar_for_op)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/arraylike.py:44(__ne__)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tokenize.py:329(find_cookie)
        6    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/ops/common.py:77(get_op_result_name)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:640(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
        5    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/multi.py:949(nlevels)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:1843(AppendingTiffWriter)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:3323(Menu)
       35    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/configprovider.py:695(__init__)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/typing.py:1341(<genexpr>)
        7    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/session.py:297(_build_profile_map)
       34    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/configprovider.py:663(__init__)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/io/formats/printing.py:71(<listcomp>)
       20    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colors.py:394(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/io/formats/format.py:369(_get_formatted_index)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/reshape/concat.py:631(_get_new_axes)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/weakref.py:367(__init__)
        5    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/collections/__init__.py:998(__getitem__)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:2396(_using_copy_on_write)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:151(__init__)
       20    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/shape_base.py:1187(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:1320(_bbox_and_offset)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/configparser.py:684(options)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/shape_base.py:222(vstack)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/session.py:253(_register_config_store)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/ticker.py:322(LongitudeFormatter)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:118(set_active)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/blocks.py:196(external_values)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapefile.py:1201(load_shp)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        9    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:2784(_is_multi)
        8    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/base.py:46(__len__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/messagebox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/_backend_tk.py:413(FigureManagerTk)
       16    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/configprovider.py:651(_convert_type)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:3044(__init__)
       22    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/shape_base.py:735(_array_split_dispatcher)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapefile.py:1555(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/common.py:96(is_bool_indexer)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/roperator.py:18(rmul)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/slippy_image_artist.py:17(SlippyImageArtist)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/typing.py:1535(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/urllib/request.py:2524(proxy_bypass_environment)
       12    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:1550(nametowidget)
        6    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1500(is_complex_dtype)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tokenize.py:323(read_or_stop)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/filedialog.py:33(FileDialog)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/base.py:161(_freeze)
        1    0.000    0.000    0.003    0.003 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:43(_get_transformer_from_crs)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:1001(set_child)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/io/formats/format.py:1332(__init__)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/ops/missing.py:140(dispatch_fill_zeros)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/enum.py:987(_find_new_)
        8    0.000    0.000    0.000    0.000 {method '_from_backing_data' of 'pandas._libs.arrays.NDArrayBacked' objects}
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:935(clear)
        5    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:798(__hash__)
        1    0.000    0.000    0.003    0.003 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:2289(class_factory)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:756(infer_dtype_from_scalar)
        5    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:95(__repr__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/pathlib.py:530(_make_child)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/patch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/reshape/concat.py:476(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/slippy_image_artist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:847(after)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/utils.py:408(_select_base_url)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/_util.py:15(__init__)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:292(expandvars)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:265(GeoSpine)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/font.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2013(_compress_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/credentials.py:209(_create_web_identity_provider)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapefile.py:1383(__shxHeader)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:875(after_idle)
        8    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_tools.py:52(_register_tool_class)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/pandas_compat.py:1027(_backwards_compatible_index_name)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/pyplot.py:363(draw_if_interactive)
       26    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:7403(<genexpr>)
       26    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/configprovider.py:736(__init__)
        3    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:3315(register_extensions)
        8    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/logging/__init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/font.py:26(Font)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/credentials.py:1886(__init__)
       26    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/configprovider.py:484(set_config_provider)
       40    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/enum.py:1125(__init__)
        4    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/computation/expressions.py:225(evaluate)
        9    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/credentials.py:195(_create_shared_credential_provider)
        7    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/arrays/datetimelike.py:2206(validate_inferred_freq)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/credentials.py:2235(load)
